GT,MTurk_Label,dataset,image,x,y
1,1,M1_L_V2_1,img_1575.jpg,513.1796264648438,294.33648681640625
0,1,M1_L_V2_1,img_1620.jpg,523.4388427734375,350.2826538085937
0,0,M1_L_V2_1,img_1665.jpg,405.1698913574219,356.22027587890625
1,1,M1_L_V2_1,img_1710.jpg,427.4523620605469,396.067626953125
0,0,M1_L_V2_2,img_0.jpg,552.6458129882812,292.736328125
1,0,M1_L_V2_2,img_45.jpg,452.84368896484375,390.7048034667969
0,0,M1_L_V2_2,img_90.jpg,501.8379821777344,381.6918640136719
1,0,M1_L_V2_2,img_135.jpg,551.271484375,324.74810791015625
1,0,M1_L_V2_2,img_180.jpg,458.54693603515625,310.58758544921875
1,0,M1_L_V2_2,img_225.jpg,492.111083984375,367.4532165527344
1,1,M1_L_V2_2,img_270.jpg,483.2662658691406,320.77374267578125
0,0,M1_L_V2_2,img_315.jpg,542.89697265625,347.8238830566406
1,1,M1_L_V2_2,img_360.jpg,522.3652954101562,269.2623291015625
1,1,M1_L_V2_2,img_405.jpg,502.1824340820313,272.99176025390625
1,1,M1_L_V2_2,img_450.jpg,526.51220703125,360.0191955566406
1,0,M1_L_V2_2,img_495.jpg,529.2608642578125,359.4196472167969
1,1,M1_L_V2_2,img_540.jpg,521.3792724609375,283.04998779296875
1,1,M1_L_V2_2,img_585.jpg,502.92138671875,294.7463073730469
1,1,M1_L_V2_2,img_630.jpg,502.2383117675781,339.7560729980469
1,1,M1_L_V2_2,img_675.jpg,515.9967651367188,297.02069091796875
1,1,M1_L_V2_2,img_720.jpg,616.6702880859375,278.2140808105469
0,1,M1_L_V2_2,img_765.jpg,519.8587036132812,284.8235168457031
1,1,M1_L_V2_2,img_810.jpg,522.6364135742188,261.10211181640625
1,1,M1_L_V2_2,img_855.jpg,512.0752563476562,202.8943634033203
1,1,M1_L_V2_2,img_900.jpg,443.8533630371094,263.652099609375
1,1,M1_L_V2_2,img_945.jpg,524.4669799804688,284.276123046875
0,1,M1_L_V2_2,img_990.jpg,505.1181640625,270.559326171875
1,1,M1_L_V2_2,img_1035.jpg,593.9638671875,325.46844482421875
1,0,M1_L_V2_2,img_1080.jpg,522.449951171875,326.8717041015625
1,1,M1_L_V2_2,img_1125.jpg,589.6502075195312,312.21197509765625
1,1,M1_L_V2_2,img_1170.jpg,521.5990600585938,298.7645874023437
1,1,M1_L_V2_2,img_1215.jpg,493.6354064941406,345.6440734863281
0,1,M1_L_V2_2,img_1260.jpg,511.3616333007813,312.28466796875
1,1,M1_L_V2_2,img_1305.jpg,609.5740966796875,311.5528259277344
1,1,M1_L_V2_2,img_1350.jpg,440.8825073242188,296.0346984863281
1,1,M1_L_V2_2,img_1395.jpg,510.3304443359375,266.00689697265625
0,1,M1_L_V2_2,img_1440.jpg,512.2081298828125,274.7663879394531
1,1,M1_L_V2_2,img_1485.jpg,537.9190063476562,321.232177734375
1,1,M1_L_V2_2,img_1530.jpg,626.0833129882812,323.614501953125
1,1,M1_L_V2_2,img_1575.jpg,444.7345581054688,330.83966064453125
1,1,M1_L_V2_2,img_1620.jpg,510.5994873046875,310.6784362792969
1,1,M1_L_V2_2,img_1665.jpg,495.06732177734375,411.8203430175781
0,1,M1_L_V2_2,img_1710.jpg,494.7453002929688,301.8525390625
0,0,M1_R_V1_1,img_0.jpg,539.778564453125,278.5872802734375
0,0,M1_R_V1_1,img_45.jpg,540.05615234375,278.84136962890625
0,0,M1_R_V1_1,img_90.jpg,519.684326171875,252.5072021484375
0,0,M1_R_V1_1,img_135.jpg,370.5749206542969,155.8816375732422
0,0,M1_R_V1_1,img_180.jpg,578.6519165039062,235.67567443847656
0,0,M1_R_V1_1,img_225.jpg,651.8074340820312,144.57894897460938
0,0,M1_R_V1_1,img_270.jpg,528.6161499023438,313.1776733398437
0,1,M1_R_V1_1,img_315.jpg,500.2650451660156,341.8215637207031
1,1,M1_R_V1_1,img_360.jpg,515.2959594726562,307.4992370605469
1,1,M1_R_V1_1,img_405.jpg,459.22601318359375,248.397705078125
1,1,M1_R_V1_1,img_450.jpg,475.31976318359375,244.8802795410156
1,1,M1_R_V1_1,img_495.jpg,605.370849609375,263.4547119140625
1,1,M1_R_V1_1,img_540.jpg,479.0695495605469,302.6195373535156
1,1,M1_R_V1_1,img_585.jpg,532.5610961914062,220.7974853515625
1,1,M1_R_V1_1,img_630.jpg,517.8576049804688,298.3508605957031
0,1,M1_R_V1_1,img_675.jpg,493.8614807128906,308.042236328125
1,1,M1_R_V1_1,img_720.jpg,468.7586975097656,275.27020263671875
1,1,M1_R_V1_1,img_765.jpg,561.39990234375,249.53341674804688
1,1,M1_R_V1_1,img_810.jpg,526.3720092773438,193.4407196044922
0,0,M1_R_V1_1,img_855.jpg,558.6422729492188,279.71502685546875
0,1,M1_R_V1_1,img_900.jpg,527.3831176757812,326.9295959472656
1,1,M1_R_V1_1,img_945.jpg,503.7254333496094,315.7110290527344
1,1,M1_R_V1_1,img_990.jpg,577.1492309570312,305.7000427246094
1,1,M1_R_V1_1,img_1035.jpg,562.5699462890625,321.3567199707031
1,1,M1_R_V1_1,img_1080.jpg,523.3779907226562,304.3050537109375
0,1,M1_R_V1_1,img_1125.jpg,531.3649291992188,283.9305725097656
1,0,M1_R_V1_1,img_1170.jpg,542.752197265625,296.08917236328125
0,0,M1_R_V1_1,img_1215.jpg,546.5704956054688,323.7499084472656
1,1,M1_R_V1_1,img_1260.jpg,527.5957641601562,322.629638671875
1,1,M1_R_V1_1,img_1305.jpg,592.0526733398438,325.1112365722656
1,1,M1_R_V1_1,img_1350.jpg,576.7724609375,284.1555480957031
1,1,M1_R_V1_1,img_1395.jpg,438.6773376464844,255.9752960205078
1,1,M1_R_V1_1,img_1440.jpg,604.9991455078125,286.57232666015625
1,1,M1_R_V1_1,img_1485.jpg,550.7520751953125,272.3851318359375
1,1,M1_R_V1_1,img_1530.jpg,485.64642333984375,264.8937072753906
1,1,M1_R_V1_1,img_1575.jpg,529.677734375,280.5120544433594
1,1,M1_R_V1_1,img_1620.jpg,520.3311157226562,223.0297698974609
0,0,M1_R_V1_1,img_1665.jpg,537.1162109375,331.7320251464844
0,0,M1_R_V1_1,img_1710.jpg,541.3753662109375,336.8977966308594
0,0,M1_R_V1_2,img_0.jpg,607.9306030273438,319.6531982421875
0,0,M1_R_V1_2,img_45.jpg,529.2562255859375,325.8625183105469
1,0,M1_R_V1_2,img_90.jpg,523.2240600585938,350.8397216796875
1,1,M1_R_V1_2,img_135.jpg,521.7753295898438,384.5538024902344
0,0,M1_R_V1_2,img_180.jpg,522.6611328125,321.4835510253906
0,0,M1_R_V1_2,img_225.jpg,612.0418701171875,335.5659484863281
0,0,M1_R_V1_2,img_270.jpg,523.5511474609375,325.116455078125
0,0,M1_R_V1_2,img_315.jpg,533.17041015625,317.1293640136719
1,1,M1_R_V1_2,img_360.jpg,535.177490234375,239.6534423828125
0,0,M1_R_V1_2,img_405.jpg,512.1417846679688,273.50164794921875
1,1,M1_R_V1_2,img_450.jpg,514.226318359375,227.32505798339844
1,1,M1_R_V1_2,img_495.jpg,475.7742309570313,233.22467041015625
1,1,M1_R_V1_2,img_540.jpg,483.5667419433594,231.9165496826172
1,1,M1_R_V1_2,img_585.jpg,522.7041625976562,294.6732177734375
1,1,M1_R_V1_2,img_630.jpg,465.1130981445313,238.3229217529297
1,1,M1_R_V1_2,img_675.jpg,513.1358642578125,256.6364440917969
1,1,M1_R_V1_2,img_720.jpg,500.4275512695313,239.03656005859372
0,0,M1_R_V1_2,img_765.jpg,490.431884765625,245.54193115234372
1,1,M1_R_V1_2,img_810.jpg,499.0771484375,229.0843963623047
1,1,M1_R_V1_2,img_855.jpg,521.6484985351562,229.1125946044922
1,1,M1_R_V1_2,img_900.jpg,508.4334716796875,325.8748474121094
1,1,M1_R_V1_2,img_945.jpg,588.66259765625,288.7810363769531
1,1,M1_R_V1_2,img_990.jpg,607.0093994140625,241.15673828125
1,1,M1_R_V1_2,img_1035.jpg,434.9710388183594,224.3927764892578
1,1,M1_R_V1_2,img_1080.jpg,522.1220703125,243.46910095214844
1,1,M1_R_V1_2,img_1125.jpg,518.1295776367188,256.08428955078125
1,1,M1_R_V1_2,img_1170.jpg,532.7655639648438,262.0531921386719
1,1,M1_R_V1_2,img_1215.jpg,539.737060546875,242.6212158203125
1,1,M1_R_V1_2,img_1260.jpg,553.8008422851562,270.06622314453125
0,0,M1_R_V1_2,img_1305.jpg,476.5261535644531,256.9652099609375
0,0,M1_R_V1_2,img_1350.jpg,496.9677429199219,313.1620178222656
1,1,M1_R_V1_2,img_1395.jpg,501.611572265625,228.867919921875
1,1,M1_R_V1_2,img_1440.jpg,571.5374755859375,288.12957763671875
1,1,M1_R_V1_2,img_1485.jpg,536.6896362304688,258.8694763183594
1,1,M1_R_V1_2,img_1530.jpg,517.698486328125,249.97386169433597
1,1,M1_R_V1_2,img_1575.jpg,505.4219055175781,318.9926147460937
1,1,M1_R_V1_2,img_1620.jpg,554.0253295898438,304.9505310058594
0,1,M1_R_V1_2,img_1665.jpg,518.2644653320312,242.13113403320312
1,1,M1_R_V1_2,img_1710.jpg,589.5117797851562,227.04200744628903
0,0,M1_R_V2_1,img_0.jpg,514.1478881835938,246.55941772460935
0,0,M1_R_V2_1,img_45.jpg,502.5767517089844,251.7196044921875
0,0,M1_R_V2_1,img_90.jpg,531.283203125,246.5770263671875
1,0,M1_R_V2_1,img_135.jpg,343.1039428710937,155.71429443359375
0,0,M1_R_V2_1,img_180.jpg,605.6557006835938,222.8453826904297
0,0,M1_R_V2_1,img_225.jpg,382.5344543457031,219.34197998046875
1,1,M1_R_V2_1,img_270.jpg,511.7489013671875,380.2141418457031
0,1,M1_R_V2_1,img_315.jpg,531.304443359375,361.8970947265625
1,1,M1_R_V2_1,img_360.jpg,515.3021850585938,277.6161804199219
1,1,M1_R_V2_1,img_405.jpg,391.3876647949219,293.87872314453125
1,1,M1_R_V2_1,img_450.jpg,588.6021728515625,305.40411376953125
1,1,M1_R_V2_1,img_495.jpg,591.3963623046875,302.66131591796875
1,1,M1_R_V2_1,img_540.jpg,576.8318481445312,333.54315185546875
1,1,M1_R_V2_1,img_585.jpg,544.20751953125,346.6937255859375
1,1,M1_R_V2_1,img_630.jpg,520.4986572265625,309.1507873535156
1,1,M1_R_V2_1,img_675.jpg,540.599853515625,317.4021911621094
1,1,M1_R_V2_1,img_720.jpg,530.9158935546875,226.3789825439453
1,1,M1_R_V2_1,img_765.jpg,528.8311767578125,359.1979675292969
0,0,M1_R_V2_1,img_810.jpg,563.6192626953125,331.71051025390625
1,1,M1_R_V2_1,img_855.jpg,597.7705078125,366.8565979003906
1,1,M1_R_V2_1,img_900.jpg,546.6262817382812,349.81005859375
1,1,M1_R_V2_1,img_945.jpg,450.52734375,351.90447998046875
1,1,M1_R_V2_1,img_990.jpg,619.3632202148438,362.9815673828125
1,1,M1_R_V2_1,img_1035.jpg,589.2797241210938,366.356201171875
1,1,M1_R_V2_1,img_1080.jpg,572.0367431640625,381.7287292480469
1,1,M1_R_V2_1,img_1125.jpg,555.0594482421875,331.0933837890625
0,0,M1_R_V2_1,img_1170.jpg,566.134765625,330.4867248535156
1,0,M1_R_V2_1,img_1215.jpg,551.1590576171875,307.9374084472656
0,1,M1_R_V2_1,img_1260.jpg,546.300537109375,385.2696838378906
0,0,M1_R_V2_1,img_1305.jpg,495.3868408203125,370.7122802734375
1,1,M1_R_V2_1,img_1350.jpg,491.71533203125,338.2428894042969
1,1,M1_R_V2_1,img_1395.jpg,487.7830505371094,300.9800720214844
1,1,M1_R_V2_1,img_1440.jpg,433.7088317871094,312.9748840332031
1,1,M1_R_V2_1,img_1485.jpg,569.5606689453125,330.1053161621094
1,1,M1_R_V2_1,img_1530.jpg,572.75146484375,320.4273376464844
1,1,M1_R_V2_1,img_1575.jpg,530.33837890625,338.99224853515625
1,1,M1_R_V2_1,img_1620.jpg,536.4827880859375,353.7102355957031
1,1,M1_R_V2_1,img_1665.jpg,502.3387756347656,330.11834716796875
1,1,M1_R_V2_1,img_1710.jpg,509.92767333984375,306.54522705078125
0,0,M1_R_V2_2,img_0.jpg,504.5535583496094,251.0828094482422
0,0,M1_R_V2_2,img_45.jpg,446.569091796875,286.3064880371094
0,0,M1_R_V2_2,img_90.jpg,443.8587341308594,331.92340087890625
1,1,M1_R_V2_2,img_135.jpg,509.9146118164063,356.9853820800781
0,0,M1_R_V2_2,img_180.jpg,517.9039306640625,329.7137145996094
1,0,M1_R_V2_2,img_225.jpg,475.7398071289063,355.5938415527344
1,1,M1_R_V2_2,img_270.jpg,512.53076171875,258.96044921875
1,1,M1_R_V2_2,img_315.jpg,500.35162353515625,255.40374755859372
1,1,M1_R_V2_2,img_360.jpg,510.6871948242188,296.89874267578125
1,1,M1_R_V2_2,img_405.jpg,592.423583984375,259.25701904296875
1,1,M1_R_V2_2,img_450.jpg,449.4360961914063,238.22698974609372
1,1,M1_R_V2_2,img_495.jpg,501.6769104003906,257.5531616210937
1,1,M1_R_V2_2,img_540.jpg,534.3038330078125,284.2123718261719
1,1,M1_R_V2_2,img_585.jpg,435.53363037109375,252.5533447265625
1,1,M1_R_V2_2,img_630.jpg,514.537841796875,269.3865966796875
1,1,M1_R_V2_2,img_675.jpg,541.551025390625,229.11399841308597
1,1,M1_R_V2_2,img_720.jpg,491.7464904785156,311.0357971191406
1,1,M1_R_V2_2,img_765.jpg,532.0296020507812,269.6914978027344
1,1,M1_R_V2_2,img_810.jpg,507.5804138183594,291.1795959472656
1,1,M1_R_V2_2,img_855.jpg,495.7848510742188,276.0152587890625
1,1,M1_R_V2_2,img_900.jpg,506.6212463378906,327.38409423828125
1,1,M1_R_V2_2,img_945.jpg,531.0596313476562,309.5675048828125
1,1,M1_R_V2_2,img_990.jpg,509.2328186035156,289.2579040527344
0,1,M1_R_V2_2,img_1035.jpg,445.6658935546875,262.2986145019531
0,0,M1_R_V2_2,img_1080.jpg,514.5482788085938,235.91444396972656
0,0,M1_R_V2_2,img_1125.jpg,532.4418334960938,315.97491455078125
1,1,M1_R_V2_2,img_1170.jpg,585.886962890625,294.3745422363281
1,1,M1_R_V2_2,img_1215.jpg,539.0823364257812,276.5859680175781
0,0,M1_R_V2_2,img_1260.jpg,434.9028625488281,331.1834716796875
1,1,M1_R_V2_2,img_1305.jpg,429.3450317382813,274.6671447753906
1,1,M1_R_V2_2,img_1350.jpg,446.3827209472656,307.45379638671875
0,0,M1_R_V2_2,img_1395.jpg,481.1168823242188,335.0616149902344
1,1,M1_R_V2_2,img_1440.jpg,509.0874328613281,312.2676086425781
0,0,M1_R_V2_2,img_1485.jpg,495.82806396484375,318.4946594238281
1,1,M1_R_V2_2,img_1530.jpg,525.752685546875,311.7994384765625
1,1,M1_R_V2_2,img_1575.jpg,488.5006103515625,345.5501708984375
1,1,M1_R_V2_2,img_1620.jpg,526.282470703125,284.9309997558594
1,1,M1_R_V2_2,img_1665.jpg,501.933837890625,373.7708435058594
1,1,M1_R_V2_2,img_1710.jpg,510.7030334472656,351.943603515625
0,0,M2_L_V1_1,img_0.jpg,559.2554321289062,222.67095947265625
0,0,M2_L_V1_1,img_45.jpg,559.315673828125,222.5933990478516
0,0,M2_L_V1_1,img_90.jpg,471.2002258300781,240.02012634277344
0,0,M2_L_V1_1,img_135.jpg,437.6267700195313,236.4739532470703
0,0,M2_L_V1_1,img_180.jpg,594.9528198242188,269.90478515625
0,0,M2_L_V1_1,img_225.jpg,464.2501220703125,245.020751953125
0,0,M2_L_V1_1,img_270.jpg,489.7887573242188,306.03448486328125
1,1,M2_L_V1_1,img_315.jpg,484.2250671386719,376.4869384765625
1,1,M2_L_V1_1,img_360.jpg,488.4158020019531,394.3447570800781
1,1,M2_L_V1_1,img_405.jpg,500.4451599121094,401.1622009277344
1,1,M2_L_V1_1,img_450.jpg,492.4741821289063,302.10211181640625
1,1,M2_L_V1_1,img_495.jpg,453.8150634765625,281.8345642089844
0,0,M2_L_V1_1,img_540.jpg,468.0715637207031,323.0954895019531
1,1,M2_L_V1_1,img_585.jpg,484.9609375,368.4093322753906
1,1,M2_L_V1_1,img_630.jpg,434.4103088378906,337.2747497558594
1,0,M2_L_V1_1,img_675.jpg,571.1541137695312,333.72509765625
0,0,M2_L_V1_1,img_720.jpg,484.8657531738281,303.9043273925781
1,1,M2_L_V1_1,img_765.jpg,508.7376403808594,366.2522583007813
1,1,M2_L_V1_1,img_810.jpg,500.5484008789063,396.8589477539063
1,1,M2_L_V1_1,img_855.jpg,501.3238830566406,318.5270690917969
1,1,M2_L_V1_1,img_900.jpg,506.8078002929688,289.815185546875
0,1,M2_L_V1_1,img_945.jpg,488.4230041503906,356.5341186523437
1,1,M2_L_V1_1,img_990.jpg,491.7290649414063,284.5809326171875
0,1,M2_L_V1_1,img_1035.jpg,479.1440124511719,368.2560424804688
1,1,M2_L_V1_1,img_1080.jpg,445.2273559570313,337.57373046875
1,1,M2_L_V1_1,img_1125.jpg,495.7589721679688,257.0040588378906
1,1,M2_L_V1_1,img_1170.jpg,492.2353210449219,373.0299987792969
1,1,M2_L_V1_1,img_1215.jpg,490.54248046875,338.1593322753906
1,1,M2_L_V1_1,img_1260.jpg,495.1390686035156,404.26507568359375
1,1,M2_L_V1_1,img_1305.jpg,538.1263427734375,322.80426025390625
1,1,M2_L_V1_1,img_1350.jpg,447.7353515625,339.4667663574219
1,1,M2_L_V1_1,img_1395.jpg,475.2488098144531,334.2950744628906
1,1,M2_L_V1_1,img_1440.jpg,469.3851318359375,324.21435546875
1,1,M2_L_V1_1,img_1485.jpg,468.9437255859375,297.99224853515625
1,1,M2_L_V1_1,img_1530.jpg,410.1031494140625,332.53424072265625
1,1,M2_L_V1_1,img_1575.jpg,560.8245849609375,309.4025573730469
1,1,M2_L_V1_1,img_1620.jpg,563.684326171875,290.91668701171875
1,1,M2_L_V1_1,img_1665.jpg,561.4412231445312,274.4317626953125
0,0,M2_L_V1_1,img_1710.jpg,526.111083984375,305.8104553222656
0,0,M2_L_V1_2,img_0.jpg,465.13287353515625,281.95037841796875
0,0,M2_L_V1_2,img_45.jpg,593.715576171875,302.3101501464844
1,0,M2_L_V1_2,img_90.jpg,509.2238159179688,288.67364501953125
1,0,M2_L_V1_2,img_135.jpg,533.4879760742188,307.4966125488281
1,1,M2_L_V1_2,img_180.jpg,537.896728515625,355.4700622558594
1,1,M2_L_V1_2,img_225.jpg,543.51171875,357.1587829589844
1,1,M2_L_V1_2,img_270.jpg,525.6104736328125,293.47186279296875
1,1,M2_L_V1_2,img_315.jpg,531.078369140625,328.6755676269531
0,0,M2_L_V1_2,img_360.jpg,553.6585083007812,311.0180053710937
1,0,M2_L_V1_2,img_405.jpg,550.9541625976562,333.19500732421875
0,1,M2_L_V1_2,img_450.jpg,556.533447265625,338.4144897460937
1,1,M2_L_V1_2,img_495.jpg,572.8594970703125,395.3394165039063
1,1,M2_L_V1_2,img_540.jpg,542.9539184570312,266.6378479003906
1,1,M2_L_V1_2,img_585.jpg,470.5003662109375,284.6423034667969
1,0,M2_L_V1_2,img_630.jpg,507.8653259277344,317.32830810546875
